#OTU ID	Bn27	Bn28	Bn31	Bn32	Bn35	Bn36	Bn63	Bn64	Bn67	Bn68	Bn71	Bn72
OTU1360	3	4	3	0	1	3	2	3	3	3	3	1
OTU1535	1	0	0	0	0	0	0	0	0	0	1	1
OTU1887	0	0	0	0	1	0	1	1	0	0	0	0
OTU1840	0	0	1	0	0	0	0	0	0	0	2	0
OTU1411	1	1	0	0	0	1	2	3	0	0	1	0
OTU2226	0	2	1	0	0	0	2	0	0	4	3	0
OTU1486	1	0	0	0	1	0	0	0	0	2	0	0
OTU1813	0	0	0	1	0	0	0	0	0	0	0	2
OTU1309	2	5	0	2	0	4	4	0	9	2	2	0
OTU2154	1	3	0	0	0	0	1	1	1	0	1	0
OTU1963	0	0	0	0	0	0	1	0	0	0	0	0
OTU1055	0	0	0	2	0	0	0	0	0	0	1	1
OTU423	6	1	0	1	2	1	3	4	1	0	9	6
OTU508	4	5	2	1	1	4	6	2	3	3	3	1
OTU990	1	7	4	0	0	7	2	1	3	2	0	0
OTU2080	0	0	1	0	0	2	1	0	0	0	0	0
OTU894	0	1	0	1	0	0	1	0	1	0	0	0
OTU1322	5	0	0	2	2	5	5	6	2	2	2	2
OTU1939	0	3	0	0	0	1	1	1	0	3	1	2
OTU138	8	2	3	9	10	9	7	3	5	10	0	3
OTU169	11	13	6	11	15	6	6	8	7	6	11	8
OTU1256	0	0	0	2	0	0	0	0	0	0	4	0
OTU2133	0	2	1	0	0	0	1	1	5	3	0	0
OTU1159	1	1	0	1	0	0	2	0	0	0	0	0
OTU243	9	9	5	13	5	14	17	14	6	20	18	21
OTU847	3	3	1	0	0	1	1	1	2	1	0	0
OTU167	6	8	2	5	0	0	4	9	12	12	0	1
OTU1854	3	5	1	6	0	3	1	2	2	1	4	0
OTU261	9	3	6	2	5	11	10	11	9	4	9	10
OTU721	5	10	0	3	2	5	1	5	5	5	3	2
OTU1925	0	0	0	2	0	4	11	1	4	0	7	0
OTU985	0	3	4	0	0	0	3	2	3	1	0	0
OTU288	5	1	3	8	1	4	4	3	1	2	3	1
OTU910	0	0	0	0	0	1	8	0	0	0	4	0
OTU1730	2	3	0	0	0	0	3	5	2	1	0	0
OTU1017	0	1	0	0	0	0	0	0	0	5	0	0
OTU1549	1	4	4	6	1	2	3	1	3	4	0	0
OTU650	1	7	13	12	3	3	4	16	3	7	0	1
OTU1825	6	2	4	4	3	0	2	3	16	9	0	6
OTU1818	4	3	0	15	2	0	2	3	0	9	2	5
OTU887	2	3	3	2	0	0	5	6	1	8	0	0
OTU1213	0	2	1	6	1	4	1	1	0	0	2	3
OTU1352	0	0	0	2	4	2	0	0	0	0	3	8
OTU816	2	0	2	2	1	7	0	6	6	1	11	9
OTU1712	2	3	0	5	0	0	1	5	0	5	1	0
OTU2102	0	0	0	1	0	0	0	0	0	1	0	0
OTU1007	0	1	0	2	0	0	0	2	2	1	4	0
OTU1461	0	0	0	0	0	0	0	1	0	0	0	2
OTU1838	0	1	0	0	0	0	1	0	0	1	0	0
OTU1676	0	3	0	0	0	1	0	1	0	0	0	0
OTU598	2	1	0	1	0	0	1	5	3	4	0	0
OTU1142	0	3	0	0	1	0	2	0	0	2	1	3
OTU1790	0	0	0	1	1	0	0	0	0	0	10	10
OTU556	0	3	0	2	0	0	0	0	0	0	0	0
OTU713	0	1	1	1	1	0	3	4	0	0	0	2
OTU1562	0	1	0	0	0	0	1	0	2	1	0	0
OTU211	20	17	5	26	0	11	13	25	11	25	3	3
OTU919	1	1	0	1	1	1	3	2	9	1	2	3
OTU863	1	2	1	1	1	1	2	5	5	5	5	6
OTU173	50	47	14	32	15	32	40	58	41	68	37	38
OTU851	2	2	0	0	0	0	3	1	0	1	0	0
OTU926	1	3	0	4	4	8	1	2	0	0	12	11
OTU72	32	33	14	30	10	36	29	41	28	23	32	25
OTU693	7	4	0	9	5	22	2	9	2	3	32	29
OTU1112	9	9	2	5	3	14	3	10	1	1	10	14
OTU189	4	8	3	7	21	25	3	7	4	4	47	44
OTU2000	4	7	4	6	1	2	16	10	14	13	1	1
OTU497	4	4	1	5	0	0	14	8	4	9	2	1
OTU381	15	16	3	21	11	18	9	16	4	12	17	11
OTU148	25	25	18	31	18	39	21	39	22	30	54	47
OTU109	21	26	15	21	22	24	22	43	27	28	28	37
OTU2224	1	1	0	1	0	0	1	0	4	1	2	9
OTU488	8	8	5	2	0	0	11	11	24	13	0	0
OTU696	12	9	2	3	0	2	5	12	4	6	5	1
OTU65	37	37	11	27	9	12	21	38	14	31	19	16
OTU2127	0	1	0	0	0	2	0	0	0	0	3	6
OTU63	45	39	11	34	19	46	27	46	21	26	52	57
OTU1908	0	1	0	1	4	1	3	3	2	1	17	10
OTU712	1	1	1	11	0	1	5	2	1	3	0	1
OTU52	36	47	14	22	4	6	50	37	27	48	2	3
OTU1093	6	16	2	2	0	0	11	19	5	12	0	0
OTU1450	4	2	6	8	2	5	4	1	0	2	3	2
OTU1358	0	1	0	0	0	0	1	0	0	1	0	0
OTU1031	9	10	3	10	2	1	4	14	7	9	1	1
OTU1517	0	0	0	1	0	0	0	1	0	0	0	0
OTU1547	3	1	2	3	2	1	10	7	0	4	6	1
OTU704	3	3	2	1	0	1	0	1	8	2	3	4
OTU1484	1	3	2	2	1	1	4	3	3	4	1	4
OTU1926	2	0	0	3	0	3	4	3	5	5	0	0
OTU743	0	0	0	5	3	9	0	3	0	0	10	18
OTU1462	0	0	0	0	0	0	1	0	2	0	0	0
OTU1126	1	1	1	1	3	6	1	1	0	4	14	5
OTU315	28	24	11	24	11	26	14	28	18	15	36	36
OTU1447	1	0	1	0	0	0	2	0	0	0	0	0
OTU654	0	2	2	0	2	4	2	0	1	4	1	3
OTU1951	9	4	1	14	4	6	6	7	0	5	10	5
OTU1643	5	2	3	8	9	10	7	6	7	10	24	17
OTU1173	1	1	1	0	0	0	2	2	0	3	0	0
OTU818	0	0	0	0	4	3	0	0	0	0	17	11
OTU702	7	7	2	2	0	5	5	1	0	8	8	5
OTU2136	4	2	1	6	4	4	10	2	2	6	3	2
OTU442	8	14	0	9	0	6	9	15	24	6	5	0
OTU1135	7	4	3	0	2	0	4	3	10	6	0	3
OTU2215	0	0	0	0	0	0	1	1	0	0	2	0
OTU999	1	2	0	1	1	0	3	0	0	5	3	0
OTU73	51	67	32	63	22	66	52	81	70	83	37	36
OTU1149	1	1	0	0	0	0	0	5	0	2	1	0
OTU1519	4	1	0	0	1	1	1	2	3	1	0	0
OTU775	1	0	0	0	0	0	0	0	0	1	3	2
OTU1059	2	1	1	1	0	1	2	3	0	1	5	6
OTU1861	0	1	0	1	1	1	6	0	1	2	0	0
OTU1572	0	0	0	0	0	0	0	0	0	0	2	1
OTU679	0	2	1	4	0	4	3	4	6	2	3	5
OTU1715	0	2	2	0	0	0	1	0	1	5	0	0
OTU566	5	4	2	2	2	7	5	3	5	9	7	4
OTU602	9	8	1	12	1	5	17	15	17	13	3	6
OTU899	9	4	11	10	13	11	14	8	4	13	36	36
OTU459	10	7	7	9	8	15	9	13	15	11	9	17
OTU817	2	2	1	7	1	2	3	3	4	4	9	3
OTU735	0	0	2	0	0	0	0	0	0	0	0	0
OTU1019	4	3	1	4	2	9	1	5	2	3	3	10
OTU933	4	3	1	2	2	0	8	7	7	4	4	1
OTU1919	0	0	0	1	0	0	0	0	0	0	1	0
OTU891	1	2	1	2	0	0	2	1	1	5	0	0
OTU1548	0	0	0	0	0	1	0	0	0	0	3	1
OTU299	6	3	0	1	0	0	5	0	0	4	4	0
OTU1289	2	0	0	1	0	3	0	2	0	1	5	4
OTU1850	5	3	1	1	0	0	1	1	0	2	4	0
OTU1416	0	1	0	0	1	4	0	1	0	0	1	1
OTU945	0	0	0	0	2	2	2	2	0	2	3	4
OTU1024	1	3	0	0	2	1	3	1	0	2	8	6
OTU1745	0	0	0	0	0	1	0	0	0	0	1	4
OTU856	0	0	0	1	3	12	0	0	0	0	8	5
OTU1299	0	0	0	0	0	3	0	0	0	0	11	20
OTU1600	1	0	0	0	0	0	1	1	0	1	1	4
OTU1258	0	1	0	0	0	0	0	0	0	0	0	0
OTU106	17	8	10	24	4	16	22	16	17	27	28	35
OTU136	0	7	3	1	3	7	2	14	1	9	0	8
OTU992	1	0	0	1	1	0	0	2	0	0	2	1
OTU404	14	15	5	11	2	1	11	7	0	7	11	11
OTU1962	0	1	0	2	1	4	1	2	0	1	1	2
OTU275	4	4	2	1	3	2	4	4	7	1	6	3
OTU292	5	9	2	9	3	5	7	10	6	12	3	3
OTU968	14	8	6	18	8	7	9	7	2	8	2	1
OTU631	10	9	6	4	9	17	3	21	11	11	11	7
OTU877	1	2	0	1	1	0	0	1	0	4	0	1
OTU417	1	3	1	1	0	1	3	3	1	2	9	0
OTU925	2	1	0	2	0	1	4	3	5	1	4	3
OTU563	3	2	3	8	1	3	8	2	9	0	7	3
OTU707	1	1	2	0	2	2	0	3	0	0	6	4
OTU570	4	7	5	17	6	11	3	13	6	6	13	22
OTU2157	0	0	0	0	1	0	0	0	0	0	2	1
OTU94	12	15	12	18	4	8	20	22	6	23	3	13
OTU1742	0	0	1	0	1	1	0	0	0	2	3	2
OTU1391	2	9	6	3	1	9	5	8	10	2	5	2
OTU108	2	6	7	2	10	25	4	10	1	2	49	44
OTU1867	8	9	3	7	4	15	7	10	4	3	43	38
OTU1054	0	0	0	0	0	0	0	0	0	0	1	0
OTU228	5	12	6	8	9	15	5	9	15	7	21	28
OTU296	4	3	0	1	1	5	1	2	5	1	5	1
OTU1281	1	0	0	0	1	4	1	0	0	1	1	10
OTU1152	0	0	1	0	0	0	0	0	0	0	0	0
OTU934	7	4	0	3	2	2	5	9	9	3	1	2
OTU317	15	12	5	10	6	9	5	9	14	3	13	8
OTU963	3	2	1	3	0	0	0	1	0	2	0	0
OTU1414	0	0	1	0	0	0	0	1	0	0	0	0
OTU828	1	1	0	3	0	3	1	1	0	3	0	4
OTU1836	0	2	0	2	0	0	0	0	0	0	0	0
OTU1002	0	0	0	0	0	0	0	1	7	0	0	0
OTU1766	2	2	0	0	0	1	1	1	2	2	1	0
OTU1487	0	0	0	0	0	0	1	0	1	1	1	0
OTU360	3	1	1	5	2	4	0	2	2	1	5	5
OTU335	3	1	0	5	1	4	2	4	5	0	0	4
OTU800	0	0	1	1	4	5	0	1	0	0	6	6
OTU1261	0	1	0	1	0	2	1	2	0	0	2	0
OTU1050	3	1	0	1	0	0	0	0	0	0	2	0
OTU1094	0	0	0	0	2	6	5	4	2	0	5	4
OTU198	8	4	3	5	3	6	4	6	2	7	17	8
OTU1873	1	0	0	0	0	1	1	0	1	3	0	0
OTU1342	2	1	1	0	1	0	2	5	0	5	0	2
OTU451	1	4	2	4	0	6	3	2	2	4	2	0
OTU1885	10	6	0	4	0	6	6	7	7	9	1	2
OTU2108	0	0	0	0	0	0	0	0	0	0	1	1
OTU276	3	5	2	2	2	14	6	4	3	3	12	4
OTU374	6	19	3	9	11	18	6	12	7	11	49	31
OTU174	7	12	7	2	0	5	5	7	10	14	1	7
OTU862	3	2	1	1	0	0	3	0	0	4	0	0
OTU957	0	1	1	0	0	0	0	4	0	2	2	0
OTU516	3	1	1	0	0	0	1	0	1	0	2	1
OTU1151	1	2	1	1	1	1	1	0	0	0	2	2
OTU830	1	1	0	0	1	2	0	0	0	0	0	0
OTU1357	0	0	0	0	1	1	0	0	0	0	7	8
OTU1841	1	0	0	1	2	0	0	0	1	0	3	3
OTU639	4	3	2	4	2	4	1	4	6	2	5	3
OTU455	0	0	0	1	2	0	0	2	0	0	2	0
OTU200	4	2	5	6	9	14	3	7	1	0	23	23
OTU1463	0	1	1	0	0	0	5	1	3	1	0	0
OTU499	4	6	0	5	0	0	3	3	4	6	3	2
OTU1046	3	0	1	2	0	1	1	6	1	1	2	3
OTU798	0	0	0	0	0	3	0	1	0	0	2	2
OTU62	19	25	7	17	8	44	12	22	14	29	17	18
OTU579	3	5	0	1	2	5	2	4	0	2	0	2
OTU55	30	52	14	43	21	69	39	63	54	46	54	48
OTU572	4	5	0	3	0	2	1	1	3	5	0	2
OTU1367	4	4	1	3	0	0	3	4	14	6	0	0
OTU472	9	11	4	9	1	4	5	6	8	8	4	3
OTU160	7	10	1	7	5	9	5	9	2	5	2	4
OTU86	9	24	7	24	1	4	16	18	19	17	1	1
OTU214	1	5	2	5	6	13	0	6	1	4	26	37
OTU608	6	2	2	2	6	6	0	3	0	1	14	6
OTU116	11	7	6	17	11	22	6	7	3	2	26	23
OTU1445	1	0	0	0	0	0	0	0	0	0	0	0
OTU279	0	3	0	0	1	1	1	1	5	0	1	2
OTU837	2	3	2	1	2	5	1	2	2	3	2	2
OTU42	1	5	1	3	2	4	2	4	4	10	0	3
OTU1713	0	0	1	1	0	0	0	0	0	0	0	0
OTU1794	2	8	4	8	1	0	7	5	0	17	0	0
OTU389	3	6	2	1	4	4	3	6	1	12	12	8
OTU1304	0	9	0	1	0	3	3	7	2	0	6	4
OTU536	3	0	1	3	2	4	1	2	2	0	2	1
OTU1903	1	0	0	2	0	2	1	0	1	3	0	2
OTU1224	0	1	0	2	0	0	2	1	0	0	1	0
OTU1109	0	0	0	1	0	0	0	0	1	0	0	0
OTU2197	3	1	0	1	0	1	1	1	0	1	1	1
OTU2132	0	0	0	0	0	0	0	1	3	2	0	0
OTU1579	0	1	0	0	0	0	1	0	1	2	0	2
OTU532	7	4	4	4	0	7	4	7	8	4	11	4
OTU1012	2	0	1	1	0	0	0	0	1	0	0	0
OTU752	2	1	1	0	1	1	4	1	3	0	0	6
OTU207	0	0	0	0	1	0	0	0	0	0	1	0
OTU93	75	96	50	80	25	68	102	74	79	110	53	42
OTU104	41	42	19	37	21	60	27	48	37	37	47	52
OTU646	11	18	8	15	10	30	10	13	10	11	24	14
OTU344	11	5	7	7	9	7	7	5	4	5	3	9
OTU1174	16	13	11	11	7	10	17	10	11	11	5	4
OTU534	0	5	1	1	0	0	0	0	0	1	0	2
OTU7	24	4	20	1	28	1	57	10	115	17	23	8
OTU56	0	1	4	0	2	0	3	0	0	4	0	0
OTU1409	0	1	1	0	0	0	0	0	0	0	0	0
OTU265	7	18	1	2	1	0	6	5	0	4	1	1
OTU723	2	2	1	3	0	1	1	1	1	1	0	1
OTU61	12	5	5	3	12	6	2	0	0	8	5	0
OTU875	0	0	1	0	0	0	0	0	0	0	1	0
OTU358	2	0	0	0	26	0	1	0	0	0	0	0
OTU60	20	9	24	8	40	12	7	11	35	13	27	13
OTU2109	0	1	0	0	0	0	1	1	5	0	0	0
OTU1980	1	0	1	0	1	0	4	0	6	0	0	1
OTU718	2	1	0	0	3	2	1	3	4	0	0	1
OTU36	10	2	16	0	22	2	7	2	18	2	1	0
OTU1499	0	0	1	0	0	0	0	0	0	0	2	2
OTU87	4	3	2	1	14	6	4	7	9	0	15	13
OTU1948	3	2	1	0	2	3	1	0	0	0	8	0
OTU270	14	7	2	2	10	3	2	5	9	6	3	2
OTU11	236	59	76	47	222	73	90	115	224	109	108	124
OTU409	15	8	8	3	2	6	6	8	3	6	15	13
OTU49	0	1	2	0	8	0	0	1	6	0	2	0
OTU774	0	0	0	0	0	0	0	0	0	0	4	0
OTU949	27	21	16	27	15	14	32	43	24	45	20	20
OTU64	45	38	23	33	26	28	41	37	47	39	45	69
OTU1808	32	13	18	17	16	18	26	30	32	31	19	25
OTU90	3	8	6	1	3	5	3	0	4	8	0	4
OTU607	2	1	2	0	0	4	2	2	5	3	1	0
OTU959	1	3	0	0	0	0	4	4	8	4	0	0
OTU157	19	13	18	22	13	5	11	26	16	10	6	9
OTU92	32	26	6	8	21	27	19	26	18	28	41	61
OTU750	3	2	2	3	1	3	8	6	9	6	7	6
OTU981	0	0	0	1	5	2	0	0	0	0	5	13
OTU1404	0	0	0	0	0	0	0	0	1	0	0	0
OTU314	7	4	4	14	0	2	11	7	15	31	0	0
OTU473	2	0	2	0	0	0	1	0	3	0	0	0
OTU388	0	0	0	0	0	0	0	0	1	0	0	0
OTU653	4	5	0	1	0	0	6	3	5	7	0	0
OTU1614	1	0	0	0	1	0	3	0	2	0	2	2
OTU393	10	9	14	12	9	9	11	21	13	30	11	11
OTU547	0	0	0	2	1	1	2	1	0	2	0	0
OTU50	53	45	52	33	19	32	35	48	63	52	45	38
OTU1420	0	0	0	0	0	0	0	0	0	2	0	0
OTU188	5	7	6	9	5	9	12	9	9	8	13	17
OTU139	39	36	17	19	11	12	41	30	35	35	22	10
OTU1593	6	7	0	1	0	2	0	4	1	1	0	0
OTU209	10	13	4	11	10	23	8	11	20	19	30	24
OTU2150	0	1	0	0	0	0	2	0	0	0	2	0
OTU59	32	29	12	22	11	11	41	36	35	23	57	45
OTU1218	12	6	6	3	6	7	13	6	5	7	17	12
OTU217	11	10	7	4	7	10	21	1	12	14	10	23
OTU212	13	6	8	3	5	5	25	13	9	13	11	17
OTU445	1	1	0	0	0	0	1	2	0	1	2	1
OTU603	0	0	0	0	3	2	0	1	1	0	2	6
OTU195	11	10	7	9	4	19	12	9	13	8	27	13
OTU354	5	4	5	1	2	4	5	2	2	0	0	8
OTU852	0	0	0	0	3	0	1	1	0	2	3	4
OTU89	9	5	2	15	2	9	15	12	8	8	6	6
OTU855	0	0	3	0	0	0	0	1	0	2	0	1
OTU396	0	0	0	0	1	0	2	1	0	0	0	0
OTU576	0	1	0	2	2	0	1	0	0	0	3	5
OTU150	17	13	2	10	1	0	21	15	8	23	0	0
OTU403	13	14	5	8	0	0	15	9	6	15	1	0
OTU905	3	0	0	0	1	3	1	2	0	3	15	21
OTU435	4	7	3	0	6	5	3	6	12	2	9	14
OTU310	6	3	5	13	13	38	9	17	6	22	26	34
OTU1433	0	0	0	0	0	0	0	0	4	0	0	0
OTU915	1	1	4	3	2	5	0	1	0	0	0	1
OTU978	0	0	2	2	0	0	3	0	0	0	0	0
OTU1134	4	2	7	11	0	5	0	3	1	4	0	0
OTU638	3	1	1	1	0	0	4	3	0	1	0	2
OTU1240	2	1	0	0	0	1	1	1	4	3	0	0
OTU2082	0	0	0	1	1	0	0	0	0	0	0	0
OTU1531	0	0	0	0	0	0	0	0	0	0	1	2
OTU323	15	20	15	43	11	16	18	34	15	31	14	10
OTU421	1	2	3	0	1	0	1	1	0	0	1	2
OTU257	2	1	1	2	0	0	1	0	2	4	0	0
OTU1644	2	1	0	2	5	4	2	4	0	0	6	11
OTU2054	0	0	1	0	0	0	2	0	0	0	0	0
OTU91	15	29	27	25	21	42	34	13	9	22	13	23
OTU613	4	4	1	10	0	3	7	4	0	9	4	3
OTU668	0	2	2	2	0	1	2	0	0	3	0	0
OTU81	13	14	14	13	10	17	7	12	8	2	4	19
OTU1554	0	0	0	0	0	1	0	0	0	0	2	0
OTU553	3	7	11	21	12	20	7	9	3	11	5	10
OTU671	3	9	12	13	0	0	5	5	3	14	1	3
OTU373	1	5	3	1	1	2	4	5	3	8	0	0
OTU337	0	0	0	1	3	1	4	1	0	1	3	14
OTU465	10	18	10	17	4	8	10	20	6	12	10	11
OTU912	3	2	1	0	0	0	5	1	6	1	0	1
OTU1147	0	0	0	1	0	3	0	1	0	0	0	0
OTU675	2	2	2	11	2	14	1	5	5	2	3	8
OTU470	6	4	0	4	2	1	2	4	0	4	1	0
OTU914	0	0	0	0	0	0	0	1	1	0	0	0
OTU2100	0	1	0	1	1	0	0	0	2	0	1	0
OTU1710	2	1	1	8	0	3	3	10	0	12	5	1
OTU708	1	3	2	4	0	2	3	1	0	1	1	0
OTU1683	0	0	0	0	0	0	0	0	0	2	0	0
OTU929	0	0	0	0	0	1	0	0	0	0	0	0
OTU512	4	3	1	3	0	0	1	2	2	4	0	0
OTU678	3	5	7	8	3	8	1	2	2	4	5	2
OTU464	7	4	4	12	9	13	1	2	0	4	5	7
OTU2020	10	14	6	14	4	4	3	18	7	10	2	9
OTU897	5	4	3	8	0	1	2	2	0	3	0	0
OTU975	1	1	0	0	0	0	0	0	0	0	0	0
OTU514	4	8	2	11	2	0	8	8	2	2	0	0
OTU519	1	1	1	4	0	0	1	1	0	0	0	0
OTU2161	0	0	0	3	3	4	0	0	0	0	0	1
OTU1364	0	0	0	0	0	0	0	0	0	0	2	2
OTU880	3	1	1	1	0	0	1	1	0	5	3	0
OTU993	0	0	0	0	4	3	0	0	0	0	9	13
OTU1819	3	2	2	7	5	3	0	6	2	1	8	4
OTU689	5	1	1	0	0	0	1	0	0	1	0	0
OTU1451	1	2	0	6	1	10	1	1	0	4	2	3
OTU890	0	1	0	3	0	0	0	4	2	3	2	0
OTU1728	1	0	0	0	0	0	0	0	0	2	0	0
OTU819	3	2	0	1	1	1	0	3	0	5	4	5
OTU1743	0	1	1	0	0	0	1	1	4	0	0	1
OTU1453	0	0	0	0	0	0	3	0	0	1	0	0
OTU1910	0	0	1	3	1	0	0	1	1	0	0	17
OTU1157	1	0	0	0	0	0	0	0	0	2	5	1
OTU636	3	1	4	0	0	0	0	0	0	0	0	0
OTU1317	3	0	0	0	1	0	2	0	0	2	2	3
OTU1477	0	0	1	4	3	5	1	0	2	1	4	2
OTU1155	4	4	0	0	0	0	8	4	2	15	4	0
OTU517	12	7	0	18	1	11	14	10	18	13	14	22
OTU1592	2	5	1	1	0	0	2	2	0	3	0	0
OTU2094	1	2	1	0	0	0	1	0	0	3	3	0
OTU2040	0	0	0	0	0	1	0	1	0	0	2	0
OTU501	1	1	1	0	0	0	3	2	0	2	0	0
OTU2077	0	0	0	8	0	1	0	2	2	2	0	0
OTU1390	0	0	0	0	1	0	0	0	0	0	0	1
OTU1090	0	0	0	0	1	2	0	0	0	0	3	4
OTU1032	1	2	1	1	0	0	1	1	0	0	0	1
OTU2114	2	0	1	0	3	2	4	0	0	0	3	3
OTU230	11	10	4	17	11	24	9	13	10	9	14	30
OTU456	5	1	3	26	7	21	2	9	7	2	20	16
OTU824	2	5	0	4	1	8	3	6	1	3	4	5
OTU1320	1	0	0	2	5	9	0	0	0	0	13	14
OTU239	8	4	6	18	8	13	5	8	2	8	12	21
OTU1475	5	3	0	6	0	7	5	4	2	5	4	0
OTU247	8	7	7	6	7	9	7	4	0	5	1	5
OTU772	9	9	3	5	4	19	2	6	7	3	7	13
OTU1284	0	0	0	0	4	2	0	0	0	0	1	4
OTU621	5	0	5	2	3	4	0	0	0	0	3	1
OTU356	10	4	2	6	7	12	4	4	3	1	6	9
OTU745	2	3	1	3	6	16	5	0	0	4	34	12
OTU724	1	1	0	1	4	0	6	2	2	1	0	2
OTU1623	3	0	2	0	5	1	0	2	0	4	5	0
OTU1469	0	0	0	0	0	0	0	0	0	0	3	3
OTU892	0	0	0	0	0	4	0	0	0	0	8	1
OTU1402	8	5	1	2	0	0	8	2	0	3	0	0
OTU549	0	1	0	2	3	11	0	3	0	3	14	8
OTU1429	5	5	2	7	0	2	8	6	2	2	0	2
OTU1326	0	0	0	1	4	1	0	0	0	0	2	5
OTU1606	0	1	1	0	1	0	1	0	0	0	0	0
OTU1824	2	1	3	6	0	5	2	5	0	0	3	5
OTU416	2	6	7	9	2	1	4	10	3	14	0	1
OTU924	4	5	2	6	11	30	1	2	0	5	16	23
OTU1639	2	1	0	0	0	0	0	0	0	0	0	0
OTU1480	0	0	0	0	0	0	0	1	0	0	0	0
OTU1651	2	0	0	0	0	4	0	0	0	0	2	3
OTU592	3	0	2	3	3	4	0	0	9	3	2	8
OTU543	0	3	0	2	0	1	1	0	3	0	1	1
OTU537	4	4	4	9	0	1	5	4	1	4	1	3
OTU190	17	13	5	24	5	16	12	25	20	11	4	11
OTU490	1	6	0	2	1	13	4	9	8	4	7	2
OTU616	0	0	0	1	5	3	0	0	0	0	1	4
OTU1611	1	2	0	3	2	6	0	1	0	0	4	2
OTU652	5	3	7	3	4	14	3	7	4	1	19	21
OTU1634	2	4	0	5	0	5	2	1	0	4	1	2
OTU617	1	6	0	1	0	5	1	1	2	0	0	1
OTU784	2	4	0	3	5	10	1	4	0	5	5	10
OTU1858	0	0	2	0	0	1	1	0	0	0	0	0
OTU350	24	19	11	8	2	1	19	18	12	19	0	2
OTU565	5	5	5	3	3	1	2	1	3	0	0	0
OTU1138	2	1	1	1	0	1	0	3	0	3	1	0
OTU1085	0	0	4	2	0	7	1	0	0	1	4	4
OTU1982	0	1	0	0	0	0	0	3	1	0	0	0
OTU660	2	7	2	2	2	1	6	7	4	11	3	5
OTU494	3	2	0	0	1	3	1	0	2	0	0	0
OTU1014	1	6	2	3	1	0	3	1	5	3	0	0
OTU1086	5	4	1	2	4	4	3	5	0	1	0	5
OTU1444	2	2	1	1	1	2	2	4	3	1	11	8
OTU1912	2	0	0	1	2	0	2	0	0	0	0	0
OTU2076	0	0	0	1	0	0	0	2	0	4	0	0
OTU815	0	0	2	0	2	8	1	2	5	0	7	1
OTU2002	0	0	0	0	0	0	0	0	3	0	3	4
OTU1624	4	3	0	1	0	0	0	1	0	0	0	0
OTU1194	1	7	0	1	1	1	2	1	1	1	0	1
OTU1313	0	0	0	0	0	0	0	0	0	0	1	0
OTU909	1	2	0	1	0	0	0	0	0	4	0	0
OTU1744	1	0	0	2	0	3	0	0	0	0	2	0
OTU1537	5	8	2	3	0	0	5	4	7	8	0	2
OTU446	24	22	20	35	9	25	19	39	20	32	21	14
OTU700	4	6	4	2	0	2	4	5	1	2	3	3
OTU391	3	5	0	10	1	6	2	2	2	4	4	16
OTU1641	1	2	0	2	3	4	0	0	0	0	0	1
OTU1598	2	6	3	4	1	3	3	3	4	4	2	5
OTU1905	1	1	0	1	5	5	1	1	1	1	1	2
OTU1995	1	1	2	4	0	0	0	9	0	5	1	2
OTU1821	0	0	0	1	0	1	0	0	0	1	0	0
OTU612	0	2	0	1	0	0	4	1	2	4	0	0
OTU550	2	0	0	3	0	1	0	1	4	0	0	0
OTU1044	1	2	0	2	0	2	0	0	0	0	0	0
OTU447	20	13	7	30	7	22	38	22	34	19	17	11
OTU168	8	8	4	14	0	14	7	4	11	8	7	2
OTU1460	4	2	0	3	0	0	3	5	5	1	0	0
OTU1800	0	1	0	3	0	0	0	0	3	1	0	0
OTU486	1	4	2	4	0	0	1	3	0	0	0	0
OTU2018	3	1	0	3	0	0	1	6	4	5	0	0
OTU662	9	10	4	7	1	4	9	4	2	7	0	0
OTU1247	0	2	0	1	0	0	0	3	0	3	2	1
OTU686	3	4	3	10	4	17	2	2	8	4	6	8
OTU787	2	3	0	5	0	2	0	1	0	4	7	2
OTU657	1	1	4	2	2	0	3	3	0	3	1	0
OTU2083	1	3	1	3	0	0	0	2	0	1	0	1
OTU427	4	4	2	8	2	9	2	7	5	4	10	6
OTU555	0	2	0	3	0	0	2	2	0	1	0	0
OTU448	5	3	4	4	0	0	0	2	3	1	0	0
OTU330	7	3	2	1	0	0	4	2	1	5	0	0
OTU224	2	6	0	3	0	0	4	4	1	9	0	0
OTU234	3	4	9	5	0	1	3	2	0	1	0	0
OTU454	1	2	5	1	0	0	0	5	0	2	0	0
OTU202	3	8	8	2	0	1	6	5	2	1	0	0
OTU522	2	0	1	2	1	0	1	0	0	1	0	1
OTU1556	1	1	1	1	0	0	1	0	0	7	0	0
OTU258	8	7	3	6	0	0	3	6	1	8	0	0
OTU594	1	0	1	3	0	0	4	0	0	0	0	0
OTU777	0	0	0	1	0	0	1	0	0	0	0	0
OTU115	12	18	6	14	0	2	13	14	9	22	0	0
OTU208	1	6	0	0	0	0	3	3	1	5	0	0
OTU134	10	10	6	7	3	2	6	3	0	1	0	0
OTU302	1	0	6	3	2	2	0	0	4	1	0	0
OTU1097	0	0	0	0	0	2	0	0	0	0	4	2
OTU422	2	2	0	7	0	4	6	9	0	2	4	0
OTU2058	0	0	0	0	0	1	0	0	0	0	3	5
